Geo_FIPS,pct_white
01033020100,0.7424286126334007
01033020200,0.7879407256004088
01033020300,0.343503937007874
01033020400,0.9320261437908497
01033020500,0.8733959011683585
01033020600,0.6405038759689923
01033020701,0.8428641651646731
01033020703,0.7683091787439613
01033020704,0.8370747512149965
01033020801,0.7662135056830844
01033020802,0.7928836962294211
01077010100,0.6089841755997958
01077010200,0.6979006656426011
01077010300,0.04824851288830139
01077010400,0.786833855799373
01077010600,0.7598540145985402
01077010700,0.6825548141086749
01077010800,0.7263629180932315
01077010900,0.7963564468295439
01077011000,0.6641370338248048
01077011101,0.8942388917046799
01077011102,0.8871220604703247
01077011200,0.858563261247825
01077011300,0.9685507862303443
01077011400,0.9667834831631875
01077011501,0.9362619808306709
01077011502,0.9699866182374307
01077011602,0.9820618963138182
01077011603,0.9682894149173739
01077011604,0.9328290468986384
01077011700,0.9816964285714286
01077011801,0.9802925639983746
01077011802,0.883495145631068
01083020101,0.9029833215879728
01083020102,0.9552002532847871
01083020201,0.8302904564315353
01083020202,0.9400847286665321
01083020300,0.967345799609266
01083020401,0.9055527596040933
01083020402,0.8343819393042191
01083020500,0.752584670231729
01083020600,0.6884057971014492
01083020700,0.6808923375363725
01083020801,0.7793824701195219
01083020802,0.8280262518230432
01083020900,0.7826897470039946
01083021000,0.45112474437627814
01089001401,0.7188093730208993
01089001402,0.5417267669482794
01089002200,0.5873393622084722
01089010401,0.8714119794259167
01089010402,0.7587589073634204
01089010501,0.639657908658085
01089010612,0.6632462686567164
01089010622,0.368701351904957
01089010623,0.7291702309666381
01089010624,0.7780627824599976
01089011012,0.8415327978580991
01089011013,0.8113879003558719
01089002802,0.8735632183908046
01089011021,0.5994376278118609
01089011200,0.6108706108706109
01003000100,0.589402480270575
01003000200,0.9503174165056583
01003000300,0.8231441048034934
01003000400,0.689233901756172
01003000600,0.18774815655133295
01003000700,0.29518950437317787
01003000800,0.5885933995514259
01003000900,0.5929958265287607
01003001000,0.5998763141620285
01003005101,0.8091739475774424
01003005103,0.8285714285714286
01003005105,0.8947368421052632
01003005106,0.7947939955285851
01003005107,0.8832988743395359
01003005108,0.754668713225889
01003005109,0.5379069259340179
01003005200,0.9447166921898928
01003005301,0.9254408060453401
01003005302,0.9345015800057455
01003005303,0.908083606144548
01003005304,0.9348217500900252
01003005404,0.955241232319318
01003005405,0.9352918586789555
01003005500,0.9500615438719887
01003005600,0.9616268788682582
01003005701,0.9627539503386005
01003005702,0.9175031367628608
01043964100,0.946434969544966
01043964200,0.9446629594466296
01043964300,0.9642071585682863
01043964400,0.9722762645914397
01043964500,0.9669856459330144
01043964600,0.963314200149738
01043964700,0.9472323928494508
01043964800,0.9286546980648169
01043964900,0.9367050725721981
01043965000,0.9239005106242794
01043965100,0.9379541643376188
01043965200,0.960155911650065
01043965300,0.9720202687816699
01043965401,0.918429003021148
01043965402,0.9441394127476724
01043965500,0.9087195879950275
01043965600,0.9760744350908286
01043965700,0.9852941176470589
01079979100,0.3842925659472422
01079979200,0.49387755102040815
01079979300,0.8455037919826652
01079979400,0.7815684536996013
01079979500,0.8884862460879591
01079979600,0.8753877029739099
01079979700,0.8022598870056498
01033965501,0.9745089845382365
01073012200,0.7110576923076923
01025010204,0.8402114250863997
01027020100,0.7215833110457341
01027020200,0.9049721189591078
01027020300,0.9008369981557668
01027020400,0.6721595836947094
01027020600,0.9539447336804165
01027020700,0.9663648124191462
01027020800,0.9413860680562979
01027020900,0.9769276276868468
01027021000,0.9826019215788107
01027021100,0.9368891371125384
01027021200,0.9788098693759071
01027021300,0.9398369412426202
01027021400,0.8913573557301544
01027021500,0.8883101851851852
01027021600,0.883423180592992
01027021700,0.9033047735618115
01027021800,0.9288217848476679
01027021900,0.9566787003610109
01033021000,0.8678335870116692
01057020000,0.9761742682096665
01057020100,0.9501226492232215
01057020200,0.7750611246943765
01057020300,0.7703502713369511
01057020400,0.952112676056338
01059972900,0.8308383233532934
01059973000,0.659035920342453
01059973100,0.9613120269133726
01059973200,0.699413115590712
01059973300,0.7155272305909618
01059973400,0.9302413273001509
01059973500,0.9605558045719408
01059973600,0.9688022284122563
01059973700,0.9503052917232022
01075030000,0.8660695244188527
01075030100,0.868020304568528
01075030200,0.8664103796251802
01093964000,0.9597011991350501
01093964100,0.9779544633176726
01093964200,0.9314102564102564
01093964300,0.933811981153242
01093964400,0.8972155379855621
01093964500,0.9880459770114942
01093964600,0.8917525773195877
01093964700,0.940149625935162
01033965700,0.9405875952121872
01089000201,0.03684210526315789
01089000202,0.1466242327801773
01089000301,0.17450682852807284
01089000302,0.09917808219178083
01089000403,0.15268112975849366
01089000501,0.21250691754288878
01089000502,0.13116159451350193
01089000503,0.18849840255591055
01089000602,0.3353413654618474
01089000701,0.17584250917584252
01089000702,0.3108261033572237
01089000901,0.8800381588361555
01089000902,0.8932557011159631
01089001000,0.9063150589868147
01089001200,0.06923076923076923
01089001302,0.30260303687635576
01089001700,0.9599144842330305
01089001801,0.9689162699523943
01089001901,0.9176018901358535
01089002000,0.9284009546539379
01089002100,0.4297567954220315
01089002300,0.5856535189481825
01089002400,0.44203204047217537
01089002501,0.44003501604902245
01089002502,0.42569759896171316
01089003000,0.5187945560596241
01089003100,0.6723675385647216
01089010702,0.6635643839422142
01049960100,0.9578911908371232
01049960200,0.9569405099150141
01049960300,0.9187898089171974
01049960400,0.9373746722196514
01049960500,0.9335566722501396
01049960600,0.8498357578601595
01049960700,0.6833565136764024
01049960800,0.6711871943085816
01049960900,0.8091362562352323
01049961000,0.8998467041389883
